Date	Time	SensorID	Value	ResidentID	TaskID
2008-11-10	14:35:41.790829	M23	ON	1	6
2008-11-10	14:35:42.13891	D12	CLOSE	1	6
2008-11-10	14:35:43.075479	M01	ON	1	6
2008-11-10	14:35:45.14275	M07	ON	1	6
2008-11-10	14:35:45.91845	M08	ON	1	6
2008-11-10	14:35:46.104919	M23	OFF	1	6
2008-11-10	14:35:46.4284	M15	ON	1	6
2008-11-10	14:35:47.56655	M01	OFF	1	6
2008-11-10	14:35:48.145699	M16	OFF	1	6
2008-11-10	14:35:48.37132	M07	OFF	1	6
2008-11-10	14:35:49.164479	M08	OFF	1	6
2008-11-10	14:35:49.42596	M17	ON	1	6
2008-11-10	14:35:49.94859	M51	ON	2	7
2008-11-10	14:35:50.9293	M15	OFF	1	6
2008-11-10	14:35:51.394239	M17	OFF	1	6
2008-11-10	14:35:51.632289	M17	OFF	1	6
2008-11-10	14:35:52.753309	D11	CLOSE	2	7
2008-11-10	14:35:55.3873	M17	ON	2	7
2008-11-10	14:35:57.44261	M16	ON	2	7
2008-11-10	14:35:57.7406	M15	ON	2	7
2008-11-10	14:35:58.21911	D11	CLOSE	2	7
2008-11-10	14:35:59.02514	M08	ON	1	6
2008-11-10	14:35:59.26007	M17	OFF	2	7
2008-11-10	14:35:59.60483	M09	ON	1	6
2008-11-10	14:36:00.393219	M16	OFF	2	7
2008-11-10	14:36:00.631059	M07	ON	1	6
2008-11-10	14:36:01.35871	D11	CLOSE	2	7
2008-11-10	14:36:01.61488	M09	OFF	1	6
2008-11-10	14:36:01.896579	M15	OFF	1	6
2008-11-10	14:36:03.28853	M08	OFF	1	6
2008-11-10	14:36:03.602279	M07	OFF	1	6
2008-11-10	14:36:11.492929	M18	ON	2	7
2008-11-10	14:36:13.22761	M07	ON	1	6
2008-11-10	14:36:14.708479	M08	ON	1	6
2008-11-10	14:36:15.90774	M15	ON	1	6
2008-11-10	14:36:16.48249	M16	ON	1	6
2008-11-10	14:36:17.9883	M08	OFF	1	6
2008-11-10	14:36:18.29345	M51	OFF	1	6
2008-11-10	14:36:18.53564	M07	OFF	1	6
2008-11-10	14:36:19.14347	M17	ON	1	6
2008-11-10	14:36:19.788079	M16	OFF	1	6
2008-11-10	14:36:20.10749	M15	OFF	1	6
2008-11-10	14:36:20.7107	M19	ON	1	6
2008-11-10	14:36:20.7107	M19	ON	2	7
2008-11-10	14:36:21.01482	M51	ON	1	6
2008-11-10	14:36:21.01482	M51	ON	2	7
2008-11-10	14:36:21.62331	M17	OFF	1	6
2008-11-10	14:36:23.083709	M19	OFF	1	6
2008-11-10	14:36:23.083709	M19	OFF	2	7
2008-11-10	14:36:25.008009	M51	OFF	1	6
2008-11-10	14:36:25.008009	M51	OFF	2	7
2008-11-10	14:36:25.7081	M51	ON	1	6
2008-11-10	14:36:29.9298	M51	OFF	1	6
2008-11-10	14:36:31.788269	M51	ON	1	6
2008-11-10	14:36:32.405119	M19	ON	1	6
2008-11-10	14:36:32.405119	M19	ON	2	7
2008-11-10	14:36:35.84996	M17	ON	1	6
2008-11-10	14:36:35.84996	M17	ON	2	7
2008-11-10	14:36:37.72826	M51	OFF	1	6
2008-11-10	14:36:39.22831	M17	OFF	1	6
2008-11-10	14:36:39.64422	M18	OFF	1	6
2008-11-10	14:36:40.697619	M18	ON	1	6
2008-11-10	14:36:43.882639	M17	ON	1	6
2008-11-10	14:36:45.075469	M16	ON	1	6
2008-11-10	14:36:46.02532	M15	ON	1	6
2008-11-10	14:36:46.265419	M18	OFF	1	6
2008-11-10	14:36:46.93436	M08	ON	1	6
2008-11-10	14:36:47.218679	M16	OFF	1	6
2008-11-10	14:36:48.058799	M01	ON	1	6
2008-11-10	14:36:48.288969	M17	OFF	1	6
2008-11-10	14:36:48.503449	M19	OFF	1	6
2008-11-10	14:36:48.90491	M18	ON	1	6
2008-11-10	14:36:49.64311	M23	ON	1	6
2008-11-10	14:36:50.000159	D12	OPEN	1	6
2008-11-10	14:36:50.32744	M15	OFF	1	6
2008-11-10	14:36:50.90822	M08	OFF	1	6
2008-11-10	14:36:51.157649	M01	OFF	1	6
2008-11-10	14:36:51.405699	M19	ON	1	6
2008-11-10	14:36:52.04495	M23	OFF	1	6
2008-11-10	14:36:53.43701	M19	OFF	1	6
2008-11-10	14:36:56.897449	M19	ON	1	6
2008-11-10	14:36:57.31326	M18	ON	1	6
2008-11-10	14:36:58.760639	M19	OFF	1	6
2008-11-10	14:37:01.112489	D12	CLOSE	1	6
2008-11-10	14:37:01.785029	M01	ON	1	9
2008-11-10	14:37:02.02535	M23	ON	1	9
2008-11-10	14:37:02.761029	M08	ON	1	9
2008-11-10	14:37:02.970789	M17	ON	2	7
2008-11-10	14:37:03.182369	M19	ON	2	7
2008-11-10	14:37:04.265899	M19	OFF	2	7
2008-11-10	14:37:05.10605	M14	ON	1	9
2008-11-10	14:37:05.337899	M23	OFF	1	9
2008-11-10	14:37:06.10659	M08	OFF	1	9
2008-11-10	14:37:06.336139	M01	OFF	1	9
2008-11-10	14:37:06.73058	M13	ON	1	9
2008-11-10	14:37:07.46788	M18	ON	2	7
2008-11-10	14:37:08.76024	M14	OFF	1	9
2008-11-10	14:37:09.915369	M13	ON	1	9
2008-11-10	14:37:18.418659	M13	OFF	1	9
2008-11-10	14:37:19.495419	M13	ON	1	9
2008-11-10	14:37:24.512919	M18	OFF	1	9
2008-11-10	14:37:25.11626	M16	ON	1	9
2008-11-10	14:37:27.702559	M17	OFF	1	9
2008-11-10	14:37:28.80534	M16	OFF	1	9
2008-11-10	14:37:31.353369	M17	ON	2	7
2008-11-10	14:37:41.978709	M13	OFF	1	9
2008-11-10	14:37:43.06146	M13	ON	1	9
2008-11-10	14:37:47.803319	M18	ON	1	9
2008-11-10	14:37:50.667979	M17	OFF	1	9
2008-11-10	14:37:53.36857	M13	OFF	1	9
2008-11-10	14:37:54.12278	M51	ON	2	7
2008-11-10	14:37:54.36452	M13	ON	1	9
2008-11-10	14:37:55.10243	D11	CLOSE	2	7
2008-11-10	14:37:55.80741	M13	OFF	1	9
2008-11-10	14:37:56.484889	D11	OPEN	2	7
2008-11-10	14:37:57.19348	M13	ON	1	9
2008-11-10	14:37:59.75864	D11	CLOSE	2	7
2008-11-10	14:38:06.86749	M51	OFF	2	7
2008-11-10	14:38:09.910739	M51	ON	2	7
2008-11-10	14:38:15.308569	D11	OPEN	2	7
2008-11-10	14:38:17.05987	M18	OFF	2	7
2008-11-10	14:38:20.12874	M51	ON	2	7
2008-11-10	14:38:20.856379	M13	OFF	1	9
2008-11-10	14:38:25.966799	M13	ON	1	9
2008-11-10	14:38:26.9909	D11	CLOSE	2	7
2008-11-10	14:38:27.7323	D11	OPEN	2	7
2008-11-10	14:38:28.04536	M13	OFF	1	9
2008-11-10	14:38:30.67259	M13	ON	2	8
2008-11-10	14:38:30.67259	M13	ON	1	9
2008-11-10	14:38:33.38349	D11	CLOSE	2	7
2008-11-10	14:38:36.35836	M18	ON	2	7
2008-11-10	14:38:37.37927	M17	ON	2	7
2008-11-10	14:38:38.958499	M16	ON	2	8
2008-11-10	14:38:39.37588	M15	ON	2	8
2008-11-10	14:38:39.603189	M18	OFF	2	8
2008-11-10	14:38:40.11205	M14	ON	2	8
2008-11-10	14:38:40.88227	M17	OFF	2	8
2008-11-10	14:38:41.19614	M51	OFF	2	8
2008-11-10	14:38:41.98512	M16	OFF	2	8
2008-11-10	14:38:43.143889	M12	ON	2	8
2008-11-10	14:38:43.53427	M15	OFF	2	8
2008-11-10	14:38:44.025409	M14	OFF	2	8
2008-11-10	14:38:46.81855	M11	ON	2	8
2008-11-10	14:38:47.974299	M13	OFF	2	8
2008-11-10	14:38:47.974299	M13	OFF	1	9
2008-11-10	14:38:50.15737	M11	OFF	2	8
2008-11-10	14:38:50.895819	M12	OFF	2	8
2008-11-10	14:38:51.142889	M11	ON	2	8
2008-11-10	14:38:52.55431	M11	OFF	2	8
2008-11-10	14:38:54.456199	M11	ON	2	8
2008-11-10	14:38:57.097549	M11	OFF	2	8
2008-11-10	14:39:14.41892	M13	ON	1	9
2008-11-10	14:39:16.33276	M13	OFF	1	9
2008-11-10	14:39:16.88012	M11	ON	2	8
2008-11-10	14:39:20.1008	M11	OFF	2	8
2008-11-10	14:41:09.29833	M11	ON	2	8
2008-11-10	14:41:11.201189	M13	ON	1	9
2008-11-10	14:41:12.619659	M13	OFF	2	8
2008-11-10	14:41:13.66561	M11	OFF	2	8
2008-11-10	14:41:16.708209	M11	ON	2	8
2008-11-10	14:41:21.010149	M11	OFF	2	8
2008-11-10	14:41:29.50851	M13	ON	1	9
2008-11-10	14:41:30.58433	M13	OFF	1	9
2008-11-10	14:41:32.82532	M13	ON	1	9
2008-11-10	14:41:35.113329	M13	OFF	1	9
2008-11-10	14:41:35.785809	M13	ON	1	9
2008-11-10	14:41:36.82518	M13	OFF	1	9
2008-11-10	14:41:56.74302	M11	ON	2	8
2008-11-10	14:42:00.13273	M11	OFF	2	8
2008-11-10	14:42:17.95315	M13	ON	1	9
2008-11-10	14:42:19.75833	M13	OFF	1	9
2008-11-10	14:42:34.65877	M13	ON	1	9
2008-11-10	14:42:36.06585	M13	OFF	1	9
2008-11-10	14:42:58.798079	M13	ON	1	9
2008-11-10	14:43:00.67775	M13	OFF	1	9
2008-11-10	14:43:17.96317	M13	ON	1	9
2008-11-10	14:43:18.599339	M11	ON	2	8
2008-11-10	14:43:19.69032	M13	OFF	1	9
2008-11-10	14:43:21.19646	M11	OFF	2	8
2008-11-10	14:44:04.159219	M13	ON	1	9
2008-11-10	14:44:04.9446	M11	ON	2	8
2008-11-10	14:44:09.31835	M11	ON	2	8
2008-11-10	14:44:14.97142	M11	OFF	2	8
2008-11-10	14:44:17.615609	M11	ON	2	8
2008-11-10	14:44:19.95927	M11	OFF	2	8
2008-11-10	14:44:21.95864	M11	ON	2	8
2008-11-10	14:44:25.218729	M12	ON	2	8
2008-11-10	14:44:27.084049	M13	ON	1	9
2008-11-10	14:44:27.773979	M11	OFF	2	8
2008-11-10	14:44:38.83892	D12	OPEN	1	9
2008-11-10	14:44:39.032749	M13	OFF	1	9
2008-11-10	14:44:39.95296	M15	ON	1	9
2008-11-10	14:44:40.66487	M16	ON	1	9
2008-11-10	14:44:41.393369	D12	CLOSE	1	9
2008-11-10	14:44:42.083319	M01	ON	1	10
2008-11-10	14:44:42.478029	M17	ON	2	11
2008-11-10	14:44:42.724709	M23	ON	1	10
2008-11-10	14:44:43.450279	M08	ON	1	10
2008-11-10	14:44:43.66591	M14	OFF	1	10
2008-11-10	14:44:43.965759	M07	ON	1	10
2008-11-10	14:44:44.73374	M23	OFF	1	10
2008-11-10	14:44:45.015549	M16	ON	1	10
2008-11-10	14:44:45.22757	M07	OFF	1	10
2008-11-10	14:44:45.62449	M09	OFF	1	10
2008-11-10	14:44:46.11661	M18	OFF	1	10
2008-11-10	14:44:46.65294	M08	OFF	1	10
2008-11-10	14:44:46.918179	M01	OFF	1	10
2008-11-10	14:44:47.201859	D14	OPEN	2	11
2008-11-10	14:44:47.743119	M17	OFF	2	11
2008-11-10	14:44:48.216809	M16	OFF	2	11
2008-11-10	14:44:49.186039	M15	OFF	2	11
2008-11-10	14:44:54.228179	M17	ON	2	11
2008-11-10	14:44:54.228179	M17	ON	1	10
2008-11-10	14:44:57.158679	D07	OPEN	1	10
2008-11-10	14:44:57.822949	D14	CLOSE	2	11
2008-11-10	14:44:58.40508	M17	OFF	2	11
2008-11-10	14:44:58.40508	M17	OFF	1	10
2008-11-10	14:44:59.015749	M17	ON	2	11
2008-11-10	14:44:59.015749	M17	ON	1	10
2008-11-10	14:45:02.27919	M16	ON	1	10
2008-11-10	14:45:02.27919	M16	ON	2	11
2008-11-10	14:45:02.98971	M15	ON	1	10
2008-11-10	14:45:03.34489	M14	ON	1	10
2008-11-10	14:45:03.827379	M17	OFF	2	11
2008-11-10	14:45:05.02062	M13	ON	2	11
2008-11-10	14:45:05.74462	M15	OFF	1	10
2008-11-10	14:45:06.21496	M16	OFF	1	10
2008-11-10	14:45:06.79601	M14	OFF	2	11
2008-11-10	14:45:07.569119	M17	ON	1	10
2008-11-10	14:45:09.64857	M17	OFF	1	10
2008-11-10	14:45:16.01427	M17	ON	1	10
2008-11-10	14:45:19.90768	M17	OFF	1	10
2008-11-10	14:45:30.767469	M17	ON	1	10
2008-11-10	14:45:33.263479	M17	OFF	1	10
2008-11-10	14:45:37.133019	M17	ON	1	10
2008-11-10	14:45:39.220289	M17	OFF	1	10
2008-11-10	14:45:43.148279	M17	ON	1	10
2008-11-10	14:45:47.108449	M17	OFF	1	10
2008-11-10	14:45:50.46846	M17	ON	1	10
2008-11-10	14:45:51.73884	D07	CLOSE	1	10
2008-11-10	14:45:52.313489	M17	OFF	1	10
2008-11-10	14:48:13.234679	M08	ON	1	12
2008-11-10	14:48:13.75165	M07	ON	1	12
2008-11-10	14:48:14.69689	M08	OFF	1	12
2008-11-10	14:48:15.308279	M06	ON	2	13
2008-11-10	14:48:16.266129	D13	OPEN	2	13
2008-11-10	14:48:16.892869	M07	OFF	1	12
2008-11-10	14:48:17.28547	M10	ON	1	12
2008-11-10	14:48:19.77635	M10	OFF	1	12
2008-11-10	14:48:21.226399	D13	CLOSE	2	13
2008-11-10	14:48:22.11945	M06	OFF	2	13
2008-11-10	14:48:24.406899	M02	OFF	2	13
2008-11-10	14:48:26.45754	M02	ON	2	13
2008-11-10	14:48:28.637799	M01	ON	2	13
2008-11-10	14:48:29.25707	M08	ON	1	12
2008-11-10	14:48:29.76794	M09	ON	1	12
2008-11-10	14:48:30.286279	M01	OFF	2	13
2008-11-10	14:48:30.875439	M14	ON	2	13
2008-11-10	14:48:31.442679	M09	OFF	1	12
2008-11-10	14:48:32.02461	M08	OFF	1	12
2008-11-10	14:48:32.80425	M13	ON	2	13
2008-11-10	14:48:33.03678	M02	OFF	2	13
2008-11-10	14:48:33.669339	M12	ON	2	13
2008-11-10	14:48:34.551069	M14	OFF	2	13
2008-11-10	14:48:34.82628	M11	ON	2	13
2008-11-10	14:48:35.980319	M13	OFF	2	13
2008-11-10	14:48:37.205919	M12	OFF	2	13
2008-11-10	14:48:46.660799	M11	OFF	2	13
2008-11-10	14:49:03.5032	M11	ON	2	13
2008-11-10	14:49:05.73481	M11	OFF	2	13
2008-11-10	14:49:07.493269	M11	ON	2	13
2008-11-10	14:49:17.01882	M11	OFF	2	13
2008-11-10	14:49:18.84963	M11	ON	2	13
2008-11-10	14:49:19.42913	M10	ON	2	13
2008-11-10	14:49:20.284509	M10	OFF	2	13
2008-11-10	14:49:21.19435	M11	OFF	2	13
2008-11-10	14:49:24.769	M10	ON	2	13
2008-11-10	14:49:25.3747	M11	ON	2	13
2008-11-10	14:49:26.544889	M11	OFF	2	13
2008-11-10	14:49:28.30286	M11	ON	2	13
2008-11-10	14:49:30.48807	M10	OFF	2	13
2008-11-10	14:49:32.85134	M11	OFF	2	13
2008-11-10	14:49:41.741009	M11	ON	2	13
2008-11-10	14:49:44.7002	M11	OFF	2	13
2008-11-10	14:50:08.732549	M11	ON	2	13
2008-11-10	14:50:10.57832	M11	OFF	2	13
2008-11-10	14:50:16.42527	M10	ON	2	13
2008-11-10	14:50:17.3261	M06	ON	2	13
2008-11-10	14:50:18.234669	M10	OFF	2	13
2008-11-10	14:50:18.94578	M07	ON	1	12
2008-11-10	14:50:20.055039	M08	ON	1	12
2008-11-10	14:50:20.665899	M11	ON	2	13
2008-11-10	14:50:21.17418	M06	OFF	2	13
2008-11-10	14:50:21.851769	M14	ON	2	13
2008-11-10	14:50:22.422489	M07	OFF	1	12
2008-11-10	14:50:22.994689	M08	OFF	1	12
2008-11-10	14:50:23.58294	M13	ON	2	13
2008-11-10	14:50:23.58294	M13	ON	1	13
2008-11-10	14:50:24.15312	M11	OFF	2	13
2008-11-10	14:50:24.15312	M11	OFF	1	13
2008-11-10	14:50:24.74446	M14	OFF	2	13
2008-11-10	14:50:24.74446	M14	OFF	1	13
2008-11-10	14:50:30.76852	M13	OFF	2	13
2008-11-10	14:50:30.76852	M13	OFF	1	13
2008-11-10	14:50:42.66494	M13	ON	2	13
2008-11-10	14:50:42.66494	M13	ON	1	13
2008-11-10	14:50:45.156069	M11	ON	2	13
2008-11-10	14:50:45.156069	M11	ON	1	13
2008-11-10	14:50:49.45297	M11	OFF	2	13
2008-11-10	14:50:49.45297	M11	OFF	1	13
2008-11-10	14:50:51.550849	M14	ON	2	13
2008-11-10	14:50:53.35411	M13	OFF	2	13
2008-11-10	14:50:54.02901	M08	ON	1	12
2008-11-10	14:50:54.237289	M11	ON	2	13
2008-11-10	14:50:54.94895	M14	OFF	2	13
2008-11-10	14:50:55.52484	M07	ON	1	12
2008-11-10	14:50:56.304209	M12	ON	2	13
2008-11-10	14:50:56.534379	M11	OFF	2	13
2008-11-10	14:50:57.16245	M06	ON	2	13
2008-11-10	14:50:57.413019	M13	ON	2	13
2008-11-10	14:50:57.99305	M14	ON	2	13
2008-11-10	14:50:58.67527	M08	OFF	1	12
2008-11-10	14:50:58.89983	M12	OFF	2	13
2008-11-10	14:50:59.364779	M15	ON	2	13
2008-11-10	14:50:59.81994	M07	OFF	1	12
2008-11-10	14:51:00.036439	M13	OFF	2	13
2008-11-10	14:51:00.375319	M15	OFF	2	13
2008-11-10	14:51:00.822679	M14	OFF	2	13
2008-11-10	14:51:01.39404	M08	ON	1	12
2008-11-10	14:51:01.98199	M14	ON	2	13
2008-11-10	14:51:02.573199	M08	OFF	1	12
2008-11-10	14:51:03.166939	M06	OFF	2	13
