Time	SensorID	Value	TaskID	ResidentID
0.5919811449074075	117	1	1	1
0.5921128349074074	117	0	1	1
0.5920308089814815	117	1	1	1
0.592223765462963	117	0	1	1
0.5920894775000001	117	1	1	1
0.5920565237962964	117	0	1	1
0.592069601388889	123	1	2	2
0.5920946686111112	312	4	2	2
0.5920806645370371	101	1	2	2
0.5921063317592593	107	1	3	2
0.5921066902777778	108	1	3	2
0.5920887260185186	117	1	1	1
0.592111132962963	109	1	3	2
0.5921069164814815	101	0	2	2
0.5921135837037037	117	0	1	1
0.5920972863888889	123	0	2	2
0.5921204219444445	114	1	3	2
0.5922187404629631	115	1	3	2
0.5923408487962963	108	0	3	2
0.5921376423148148	107	0	3	2
0.5921263012037037	114	0	3	2
0.5921340756481481	109	0	3	2
0.592117590462963	114	1	4	1
0.5921370479629631	108	1	4	1
0.5921435143518519	117	1	4	1
0.5921957506481482	109	1	4	1
0.592372528425926	114	0	4	1
0.5922179913888889	116	1	4	1
0.5921266186111112	107	1	4	1
0.5921296793518519	106	1	3	2
0.5923277182407408	116	0	4	1
0.5921557749074075	102	1	3	2
0.5922358173148149	103	1	3	2
0.5921540997222223	108	0	4	1
0.5921463022222223	109	0	4	1
0.5923019025000001	115	0	4	1
0.592145320462963	117	0	4	1
0.5921667087962963	102	0	4	1
0.592150733425926	108	1	4	1
0.5921527833333334	101	1	4	1
0.592164668888889	123	1	4	1
0.5923587525	103	1	4	1
0.5921665974074074	106	0	4	1
0.5924192765740741	108	0	4	1
0.5921889830555557	107	0	4	1
0.5921890802777778	103	0	4	1
0.5921847665740742	123	0	4	1
0.5924482673148148	102	1	3	2
0.5922727552777778	104	1	3	2
0.5922048725000001	101	0	3	2
0.5922115199074075	107	1	3	2
0.5922181135185186	106	1	3	2
0.5922128350925927	103	1	3	2
0.5923504191666666	110	1	4	1
0.5922338999074075	111	1	4	1
0.5922195353703704	109	1	3	2
0.5922225072222222	109	0	3	2
0.5922439827777778	106	1	4	1
0.5922397235185185	111	1	3	2
0.5924338515740741	103	0	3	2
0.5922453025925926	108	0	3	2
0.592450239537037	109	1	3	2
0.5922366825	102	0	3	2
0.59224393	104	0	3	2
0.5924774580555555	108	1	4	1
0.5922439507407408	106	1	4	1
0.5923357237962963	109	1	4	1
0.5925117349074074	111	0	3	2
0.5922652497222222	108	0	3	2
0.5924738802777777	110	0	3	2
0.5922738901851852	108	1	4	1
0.5923165358333333	108	0	4	1
0.5922780569444445	107	0	4	1
0.5922958726851851	107	1	3	2
0.5923945663888889	108	1	3	2
0.5922856037962962	101	1	3	2
0.5923053232407407	109	0	3	2
0.5922975597222222	102	1	3	2
0.592323889537037	107	0	3	2
0.5925021173148147	106	0	3	2
0.5924232775	107	1	4	1
0.5924874830555555	106	1	3	2
0.5923194771296296	102	0	3	2
0.5923188034259259	106	0	3	2
0.5925160700925927	101	0	3	2
0.5923408325925926	109	1	3	2
0.592324113611111	102	1	3	2
0.5924496941666666	115	1	3	2
0.5923280446296296	108	0	3	2
0.5924420404629629	116	1	3	2
0.5923422121296296	106	1	5	2
0.592349146574074	109	0	3	2
0.5923662867592593	102	0	3	2
0.5925523978703704	117	1	1	1
0.5923572052777777	107	0	1	1
0.5923550355555555	117	0	1	1
0.5923403254629629	116	0	1	1
0.5924446015740741	115	0	1	1
0.5923631387037037	110	1	5	2
0.5924737080555555	106	0	5	2
0.592393640462963	110	0	5	2
0.5927819719444445	117	1	1	1
0.5925670298148148	206	5	1	1
0.5925699691666667	117	0	1	1
0.5927790302777778	117	1	1	1
0.5925956997222223	117	0	1	1
0.5926841775	126	1	1	1
0.5926007275	117	1	1	1
0.592602410462963	204	5	1	1
0.5926240330555556	204	6	1	1
0.5926296636111111	204	5	1	1
0.5926745367592593	117	0	1	1
0.5928795506481482	126	0	1	1
0.5926533773148148	307	4	1	1
0.5926571940740741	117	1	1	1
0.5928539784259259	106	1	1	1
0.5927286580555556	118	1	1	1
0.593357115462963	122	1	7	2
0.5934486599074075	118	1	7	2
0.5932172039814815	121	0	6	1
0.5932187452777777	151	1	6	1
0.5932100041666667	126	0	6	1
0.5932400196296297	119	0	6	1
0.5932408206481481	118	0	7	2
0.5933735858333333	311	3	7	2
0.5933617765740741	312	4	6	1
0.5932375589814816	312	3	6	1
0.5932756423148149	122	0	6	1
0.5934650450925926	123	1	6	1
0.5932538586111111	312	4	6	1
0.5932755960185185	101	1	6	1
0.5932678541666667	107	1	6	1
0.593289401388889	108	1	6	1
0.5932976626851851	123	0	6	1
0.5932697085185185	115	1	6	1
0.5932888856481481	101	0	6	1
0.5933182497222222	116	0	6	1
0.5932880922222222	107	0	6	1
0.5933280960185185	108	0	6	1
0.5932942396296297	117	1	6	1
0.5933087571296297	151	1	7	2
0.5932896184259259	115	0	6	1
0.5934011775	117	0	6	1
0.5934673025	117	0	6	1
0.5935055487962964	311	4	7	2
0.5933112610185185	117	1	7	2
0.5933317391666666	116	1	7	2
0.5933215016666666	115	1	7	2
0.5933301604629629	311	4	7	2
0.5933294020370371	108	1	6	1
0.5933359278703704	117	0	7	2
0.593345504537037	109	1	6	1
0.5934425608333334	116	0	7	2
0.5935086275	107	1	6	1
0.5933479271296297	311	4	7	2
0.593355042962963	109	0	6	1
0.5935870126851852	115	0	6	1
0.5933552369444445	108	0	6	1
0.5935145219444444	107	0	6	1
0.5935211839814816	118	1	7	2
0.5933998410185185	107	1	6	1
0.5935949478703704	108	1	6	1
0.5934279927777778	115	1	6	1
0.5934208099074075	116	1	6	1
0.5934147823148148	108	0	6	1
0.5934248180555556	151	0	6	1
0.5934315455555556	107	0	6	1
0.5934252815740741	117	1	6	1
0.5936402071296297	116	0	6	1
0.5934289117592594	115	0	6	1
0.5934279000925927	119	1	6	1
0.5934279000925927	119	1	7	2
0.5934309672222222	151	1	6	1
0.5934309672222222	151	1	7	2
0.5934478697222222	117	0	6	1
0.5934630673148149	119	0	6	1
0.5934630673148149	119	0	7	2
0.5934512987962963	151	0	6	1
0.5934512987962963	151	0	7	2
0.5934510410185185	151	1	6	1
0.5934701753703704	151	0	6	1
0.593695815462963	151	1	6	1
0.5935940145370371	119	1	6	1
0.5935940145370371	119	1	7	2
0.5935189803703703	117	1	6	1
0.5935189803703703	117	1	7	2
0.5935248590740742	151	0	6	1
0.5935202308333334	117	0	6	1
0.5935317838888889	118	0	6	1
0.5937123015740741	118	1	6	1
0.5937775849074074	117	1	6	1
0.5935626302777779	116	1	6	1
0.5935469996296296	115	1	6	1
0.5936200237962963	118	0	6	1
0.5935722507407407	108	1	6	1
0.5936116700925926	116	0	6	1
0.5935718886111112	101	1	6	1
0.5936358247222223	117	0	6	1
0.5936954025000001	119	0	6	1
0.5935806919444445	118	1	6	1
0.593578049351852	123	1	6	1
0.5935648589814815	312	3	6	1
0.5935739103703703	115	0	6	1
0.5935900431481481	108	0	6	1
0.5936132358333334	101	0	6	1
0.5936821386111112	119	1	6	1
0.5935753226851852	123	0	6	1
0.5935908428703704	119	0	6	1
0.5938418839814815	119	1	6	1
0.5936059238888889	118	1	6	1
0.593813140462963	119	0	6	1
0.5936469876851853	312	4	6	1
0.593833804351852	101	1	9	1
0.593621074537037	123	1	9	1
0.5938317673148149	108	1	9	1
0.5938900339814815	117	1	7	2
0.5936756580555557	119	1	7	2
0.5937034904629631	119	0	7	2
0.5936372050925928	114	1	9	1
0.5937281200925927	123	0	9	1
0.5936418497222222	108	0	9	1
0.5937322608333334	101	0	9	1
0.5936591827777778	113	1	9	1
0.5936565151851853	118	1	7	2
0.5936692659259261	114	0	9	1
0.5939070469444446	113	1	9	1
0.5938107386111112	113	0	9	1
0.5938366904629631	113	1	9	1
0.5938646997222222	118	0	9	1
0.5937300812962963	116	1	9	1
0.593931266388889	117	0	9	1
0.5937631112962963	116	0	9	1
0.5938527876851853	117	1	7	2
0.5940727895370371	113	0	9	1
0.5938118924074075	113	1	9	1
0.5940518478703705	118	1	9	1
0.5940281423148148	117	0	9	1
0.5938667195370372	113	0	9	1
0.5938645216666667	151	1	7	2
0.5938712366666667	113	1	9	1
0.5938685860185187	311	4	7	2
0.5938881687962964	113	0	9	1
0.5940050617592594	311	3	7	2
0.5938803744444445	113	1	9	1
0.5939053325925927	311	4	7	2
0.5939407636111111	151	0	7	2
0.5941835386111112	151	1	7	2
0.5940440469444445	311	3	7	2
0.5939692556481482	118	0	7	2
0.5939850575925927	151	1	7	2
0.5942193645370372	113	0	9	1
0.5942731849074074	113	1	9	1
0.5940120117592593	311	4	7	2
0.5940159230555556	311	3	7	2
0.5940197785185185	113	0	9	1
0.5940464608333333	113	1	8	2
0.5940464608333333	113	1	9	1
0.5940523191666667	311	4	7	2
0.59406551	118	1	7	2
0.5940707204629629	117	1	7	2
0.5943310645370371	116	1	8	2
0.5940798855555556	115	1	8	2
0.5942369969444444	118	0	8	2
0.594077186574074	114	1	8	2
0.5940985815740741	117	0	8	2
0.5940841520370371	151	0	8	2
0.5941060681481481	116	0	8	2
0.5941279321296297	112	1	8	2
0.5941028037962963	115	0	8	2
0.5940996506481482	114	0	8	2
0.5941245893518519	111	1	8	2
0.5943771200925926	113	0	8	2
0.5943771200925926	113	0	9	1
0.5941247417592592	111	0	8	2
0.5943692089814815	112	0	8	2
0.5941646913888889	111	1	8	2
0.5941450271296297	111	0	8	2
0.5942656108333333	111	1	8	2
0.5941798747222222	111	0	8	2
0.5942431181481482	113	1	9	1
0.5942499840740741	113	0	9	1
0.5942651885185186	111	1	8	2
0.5942595392592593	111	0	8	2
0.5947721758333334	111	1	8	2
0.5948290339814816	113	1	9	1
0.5949499052777778	113	0	8	2
0.5948008965740741	111	0	8	2
0.5949930210185186	111	1	8	2
0.5948222636111111	111	0	8	2
0.5948706067592593	113	1	9	1
0.5948773425	113	0	9	1
0.594893295925926	113	1	9	1
0.594915739537037	113	0	9	1
0.5951025395370371	113	1	9	1
0.5949118105555555	113	0	9	1
0.595002120925926	111	1	8	2
0.5950036869444445	111	0	8	2
0.5951051800925926	113	1	9	1
0.5951090276851853	113	0	9	1
0.5951757065740741	113	1	9	1
0.5951684958333334	113	0	9	1
0.5954902071296297	113	1	9	1
0.5952966041666666	113	0	9	1
0.5953832362037037	113	1	9	1
0.5955275941666667	111	1	8	2
0.5953849162962963	113	0	9	1
0.5953804572222222	111	0	8	2
0.5956183015740741	113	1	9	1
0.5955766979629631	111	1	8	2
0.5956060652777779	111	1	8	2
0.5956473542592593	111	0	8	2
0.5958052617592593	111	1	8	2
0.5956701649074075	111	0	8	2
0.5956794066666667	111	1	8	2
0.595732054351852	112	1	8	2
0.5957039025	113	1	9	1
0.5958955497222224	111	0	8	2
0.5957547848148149	312	3	9	1
0.5957452080555555	113	0	9	1
0.5957625822222222	115	1	9	1
0.5957592093518519	116	1	9	1
0.5958546395370371	312	4	9	1
0.5957731441666668	101	1	10	1
0.5958827858333334	117	1	11	2
0.5959513080555556	123	1	10	1
0.5958797071296297	108	1	10	1
0.5957731271296297	114	0	10	1
0.5960228960185185	107	1	10	1
0.595779640925926	123	0	10	1
0.5957682080555556	116	1	10	1
0.5957702102777779	107	0	10	1
0.5957812358333334	109	0	10	1
0.5957717576851852	118	0	10	1
0.5957866557407407	108	0	10	1
0.5960235682407408	101	0	10	1
0.5958292200925926	314	3	11	2
0.5959795700925926	117	0	11	2
0.5958380025000001	116	0	11	2
0.5958340849074075	115	0	11	2
0.5958689386111111	117	1	11	2
0.5958689386111111	117	1	10	1
0.5958635219444445	307	3	10	1
0.5960480413888889	314	4	11	2
0.5958353262962963	117	0	11	2
0.5958353262962963	117	0	10	1
0.595833078425926	117	1	11	2
0.595833078425926	117	1	10	1
0.5958503478703703	116	1	10	1
0.5958503478703703	116	1	11	2
0.5958700845370369	115	1	10	1
0.5958568025	114	1	10	1
0.5960770497222222	117	0	11	2
0.5958570542592593	113	1	11	2
0.5958771653703704	115	0	10	1
0.5958670822222222	116	0	10	1
0.5958832224999999	114	0	11	2
0.5960238293518518	117	1	10	1
0.5958930158333334	117	0	10	1
0.5959078037962964	117	1	10	1
0.5959465096296297	117	0	10	1
0.5961854080555555	117	1	10	1
0.5960592997222223	117	0	10	1
0.5960415793518519	117	1	10	1
0.5960750802777778	117	0	10	1
0.5960735960185185	117	1	10	1
0.5960810506481481	117	0	10	1
0.5960778275925925	117	1	10	1
0.5960899677777778	307	4	10	1
0.5961611543518519	117	0	10	1
0.596792040462963	108	1	12	1
0.5967477310185185	107	1	12	1
0.596750839537037	108	0	12	1
0.5968217441666667	106	1	13	2
0.596814665462963	313	3	13	2
0.5969887599074074	107	0	12	1
0.5967533000925925	110	1	12	1
0.5967761949074074	110	0	12	1
0.5968267775	313	4	13	2
0.5967718365740741	106	0	13	2
0.5968908052777777	102	0	13	2
0.5967997464814815	102	1	13	2
0.5969734626851851	101	1	13	2
0.5968080667592592	108	1	12	1
0.5968222575925926	109	1	12	1
0.5968850775000001	101	0	13	2
0.5970487330555556	114	1	13	2
0.5969331515740741	109	0	12	1
0.596815498425926	108	0	12	1
0.5968371550925926	113	1	13	2
0.5968204661111112	102	0	13	2
0.5970053719444445	112	1	13	2
0.5969771487962964	114	0	13	2
0.5968470262962964	111	1	13	2
0.597101014537037	113	0	13	2
0.5968951626851852	112	0	13	2
0.5970631849074074	111	0	13	2
0.5969597311111111	111	1	13	2
0.5969880039814816	111	0	13	2
0.5971138710185185	111	1	13	2
0.5970236709259259	111	0	13	2
0.5970513786111111	111	1	13	2
0.5970443276851852	110	1	13	2
0.5971160673148149	110	0	13	2
0.5970470652777778	111	0	13	2
0.5970557691666667	110	1	13	2
0.5970612260185185	111	1	13	2
0.5972161728703704	111	0	13	2
0.5970824868518518	111	1	13	2
0.5970968908333334	110	0	13	2
0.597116240925926	111	0	13	2
0.5973400950925927	111	1	13	2
0.5971500931481482	111	0	13	2
0.5974627450925926	111	1	13	2
0.5972845829629629	111	0	13	2
0.5973081093518519	110	1	13	2
0.5973018317592592	106	1	13	2
0.5973707413888889	110	0	13	2
0.5973318272222222	107	1	12	1
0.597330103425926	108	1	12	1
0.5974997867592593	111	1	13	2
0.5973242827777777	106	0	13	2
0.5975560469444444	114	1	13	2
0.5974414321296296	107	0	12	1
0.597600376574074	108	0	12	1
0.5973448964814815	113	1	13	2
0.5973448964814815	113	1	13	1
0.5973375866666666	111	0	13	2
0.5973375866666666	111	0	13	1
0.5973540127777777	114	0	13	2
0.5973540127777777	114	0	13	1
0.5973824588888889	113	0	13	2
0.5973824588888889	113	0	13	1
0.5974351372222223	113	1	13	2
0.5974351372222223	113	1	13	1
0.5974739080555556	111	1	13	2
0.5974739080555556	111	1	13	1
0.5974616565740741	111	0	13	2
0.5974616565740741	111	0	13	1
0.5976113469444444	114	1	13	2
0.5974774289814815	113	0	13	2
0.5974730280555555	108	1	12	1
0.5975381358333333	111	1	13	2
0.5974985819444444	114	0	13	2
0.5974914307407407	107	1	12	1
0.5975659839814815	112	1	13	2
0.5976299200925926	111	0	13	2
0.597490623611111	106	1	13	2
0.597600838611111	113	1	13	2
0.5975136958333332	114	1	13	2
0.5975094982407407	108	0	12	1
0.5975157360185185	112	0	13	2
0.5975966978703704	115	1	13	2
0.5975181464814815	107	0	12	1
0.5975101219444445	113	0	13	2
0.5976042552777778	115	0	13	2
0.5977285219444445	114	0	13	2
0.5975155751851853	108	1	12	1
0.5975319071296297	114	1	13	2
0.5976684812037036	108	0	12	1
0.5975602608333334	106	0	13	2
0.5977218691666667	113	1	13	2
0.5976681182407407	112	1	13	2
0.5977951617592593	114	0	13	2
0.5975440175	111	1	13	2
0.5975598478703704	112	0	13	2
0.5975550617592593	113	0	13	2
0.5975876441666668	111	0	13	2
0.5976972714814816	111	1	13	2
0.5977092043518518	111	0	13	2
0.5980959960185186	111	1	13	2
0.5980346210185186	111	0	13	2
0.5979657669444445	111	1	13	2
0.5980706645370372	111	0	13	2
0.5980139720370371	110	1	13	2
0.5980242071296298	110	0	13	2
0.5980560650000001	110	1	13	2
0.5981363923148149	110	0	13	2
0.598556151574074	111	1	13	2
0.5983593096296297	111	0	13	2
0.5985467215740741	111	1	13	2
0.5987104756481482	111	0	13	2
0.5985912728703704	110	1	13	2
0.5987199302777778	111	1	13	2
0.5985897598148149	110	0	13	2
0.5988011710185186	111	0	13	2
0.5988218717592593	126	1	13	2
0.5988248557407407	111	1	13	2
0.5990079228703703	111	0	13	2
0.5990431293518518	111	1	13	2
0.5988584047222222	111	0	13	2
0.5988423826851852	126	0	13	2
0.5989318802777778	111	1	13	2
0.5989591173148149	111	0	13	2
0.5990314006481482	110	1	13	2
0.5988799560185185	110	0	13	2
0.5991475812037037	111	1	13	2
0.5990749062037036	111	0	13	2
0.5989562525	111	1	13	2
0.5989346273148148	110	1	13	2
0.5989267015740741	110	0	13	2
0.599089226574074	111	0	13	2
0.598980039537037	110	1	13	2
0.5989581894444446	110	1	13	2
0.5989597102777778	112	1	13	2
0.5989971932407407	126	1	13	2
0.5989605560185185	110	0	13	2
0.5989551228703703	111	1	13	2
0.5989632552777778	126	0	13	2
0.5989790235185186	111	0	13	2
0.5989688395370371	113	1	13	2
0.5989832980555556	114	1	13	2
0.5989924390740741	115	1	13	2
0.5989876617592593	113	0	13	2
0.5989871411111111	115	0	13	2
0.5990050883333333	108	1	12	1
0.5992361358333333	114	0	13	2
0.5990063626851853	112	0	13	2
0.599264065462963	107	1	12	1
0.5991826617592593	102	1	13	2
0.5992243043518518	108	0	12	1
0.5990196906481482	107	0	12	1
0.5990704043518519	102	0	13	2
0.5992274126851852	126	1	13	2
0.5990309864814815	102	1	13	2
0.5990287200000001	101	1	13	2
0.599245616388889	106	1	13	2
0.5990473021296298	123	1	13	2
0.5991306589814814	122	1	13	2
0.5992567228703704	107	1	12	1
0.5991651386111111	108	1	12	1
0.5992216636111112	101	1	13	2
0.5997547190740742	118	1	14	1
0.5997500978703705	117	1	14	1
0.5998647367592593	312	3	15	2
0.5997718719444445	307	3	14	1
0.5997759200000001	312	3	15	2
0.599771815462963	117	0	14	1
0.5997859201851852	312	3	15	2
0.5998077311111112	312	4	15	2
0.5998075897222223	101	1	15	2
0.5998102237962963	123	1	15	2
0.5998354476851853	107	1	15	2
0.5999339339814815	108	1	15	2
0.5998421345370372	123	0	15	2
0.5999763747222222	107	0	15	2
0.5998640543518519	114	1	15	2
0.5998441006481482	108	0	15	2
0.5998368978703704	101	0	15	2
0.5998884015740742	307	4	14	1
0.6000781654629631	115	1	15	2
0.6000781654629631	115	1	14	1
0.5998789828703703	117	1	15	2
0.5998789828703703	117	1	14	1
0.6000189423148148	116	1	15	2
0.6000189423148148	116	1	14	1
0.5999319987962963	117	0	14	1
0.5999024874074075	117	1	14	1
0.5998862784259259	116	0	15	2
0.5999035081481482	114	0	15	2
0.5998909247222223	115	0	15	2
0.6000103932407408	116	1	15	2
0.6001689987962964	115	1	15	2
0.5999045480555556	114	1	15	2
0.5999145377777778	118	1	14	1
0.59992703	116	0	15	2
0.5999171445370372	115	0	15	2
0.5999182755555557	117	0	14	1
0.599942681574074	117	1	14	1
0.6001332571296296	310	3	15	2
0.5999404556481481	115	1	15	2
0.5999521650925926	116	1	15	2
0.599949894351852	310	4	15	2
0.6001219960185186	115	0	15	2
0.6001923682407408	118	0	15	2
0.5999641950925926	115	1	15	2
0.5999746125925925	114	0	15	2
0.5999633244444444	114	1	15	2
0.5999704919444445	118	1	15	2
0.6001759191666667	119	1	15	2
0.5999758057407408	116	0	15	2
0.5999799312037039	115	0	15	2
0.6002081562037038	121	1	15	2
0.6000896802777778	116	1	15	2
0.6001616219444444	122	1	15	2
0.5999998544444445	115	1	15	2
0.5999770068518518	114	0	15	2
0.6001871682407408	117	1	14	1
0.6002514543518519	312	3	15	2
0.5999875745370371	118	0	15	2
0.5999981014814816	119	0	15	2
0.6002218923148149	115	0	15	2
0.5999945286111111	121	0	15	2
0.6000020402777778	118	1	14	1
0.5999919857407408	119	1	15	2
0.5999980168518518	116	0	15	2
0.6001999321296296	122	0	15	2
0.6000193553703704	121	1	15	2
0.6250224533333333	117	0	14	1
0.6250112721296297	118	0	14	1
0.6252234376851852	122	1	15	2
0.6250291228703703	119	0	15	2
0.6250345034259259	119	1	15	2
0.6250613219444444	118	1	14	1
0.6250388512962963	117	1	14	1
0.6250346668518518	121	0	15	2
0.6250385003703703	122	0	15	2
0.6250543900925926	314	3	14	1
0.6250465402777778	119	0	15	2
0.6251101765740741	118	0	14	1
0.6250744873148149	118	1	14	1
0.6251494562037037	118	0	14	1
0.6252057469444444	118	1	14	1
0.6250805612962963	314	4	14	1
0.6251031344444444	116	1	15	2
0.6251449099074075	115	1	15	2
0.6253623682407408	114	1	15	2
0.6251074042592593	118	0	14	1
0.6252522321296297	116	0	15	2
0.6251413312037037	117	0	14	1
0.6253184552777777	115	0	15	2
0.6251397653703704	113	1	15	2
0.6251397653703704	113	1	14	1
0.6251316799074074	114	0	15	2
0.6251316799074074	114	0	14	1
0.6252368052777778	114	1	15	2
0.6252368052777778	114	1	14	1
0.6251601233333334	113	0	15	2
0.6251601233333334	113	0	14	1
0.6251700514814814	113	1	15	2
0.6251700514814814	113	1	14	1
0.6251842962037036	113	0	15	2
0.6251842962037036	113	0	14	1
0.6251844283333333	114	1	15	2
0.6251844283333333	114	1	14	1
0.6252923117592593	312	4	15	2
0.6252923117592593	312	4	14	1
0.6252034962037037	312	3	15	2
0.6252034962037037	312	3	14	1
0.6252167212037038	114	0	15	2
0.6252167212037038	114	0	14	1
0.6252590071296296	114	1	15	2
0.6252590071296296	114	1	14	1
0.6252096033333334	121	1	15	2
0.6252096033333334	121	1	14	1
0.6254848858333334	121	0	15	2
0.6254848858333334	121	0	14	1
0.3432051016666667	108	1	2	2
0.34345567472222227	123	1	2	2
0.3433974876851852	108	0	2	2
0.34320857120370374	312	3	2	2
0.3433102552777778	115	1	1	1
0.34339416083333335	115	1	1	1
0.3432997987962963	101	0	2	2
0.3434277710185185	117	1	1	1
0.3432984839814815	307	3	1	1
0.34336457564814815	123	0	2	2
0.3432900552777778	115	0	1	1
0.34339200527777775	117	0	1	1
0.34322687074074076	206	6	1	1
0.343399715462963	123	1	2	2
0.343235594537037	101	1	2	2
0.3433446525	102	1	2	2
0.34348369694444447	117	1	1	1
0.34325313935185187	101	0	2	2
0.3432601024074074	123	0	2	2
0.3432526378703704	117	0	1	1
0.34343882009259263	204	6	1	1
0.3433187386111111	101	1	2	2
0.3434257386111111	123	1	2	2
0.3432682707407408	102	0	2	2
0.34351547101851854	101	0	2	2
0.3432639275925926	123	0	2	2
0.34355275435185184	123	1	2	2
0.3432886503703704	101	1	2	2
0.34336329694444445	102	1	2	2
0.34330348212962963	101	0	2	2
0.34351509324074075	123	0	2	2
0.34330162148148147	101	1	2	2
0.34332202925925925	123	1	2	2
0.34331088851851854	102	0	2	2
0.34351154046296295	101	0	2	2
0.3433326162037037	123	0	2	2
0.34337431907407406	123	1	2	2
0.3433657034259259	101	1	2	2
0.34338296259259254	312	3	2	2
0.3433728019444445	102	1	2	2
0.34337584657407405	123	0	2	2
0.34336815824074074	101	1	2	2
0.3434274663888889	123	1	2	2
0.34339475351851856	102	0	2	2
0.343413264537037	101	0	2	2
0.3434764200925926	123	0	2	2
0.34340861055555555	123	1	2	2
0.3434127837962963	121	1	2	2
0.34341425148148147	121	0	2	2
0.34342578583333333	123	0	2	2
0.343422715	123	1	2	2
0.34360924694444445	101	1	2	2
0.3435608987962963	102	1	2	2
0.34344440564814815	101	0	2	2
0.3434939802777778	123	0	2	2
0.3436855386111111	101	1	2	2
0.34367452101851853	123	1	2	2
0.3434619275	102	0	2	2
0.3434652066666667	101	0	2	2
0.3435326534259259	123	0	2	2
0.34352527842592595	123	1	2	2
0.3436061858333333	101	1	2	2
0.34353445574074076	102	1	2	2
0.34364875342592593	101	0	2	2
0.3435538531481481	123	0	2	2
0.34355993453703704	101	1	2	2
0.34377113953703703	123	1	2	2
0.34357184453703704	102	0	2	2
0.3435739136111111	101	0	2	2
0.34358494888888885	123	0	2	2
0.3435741785185185	312	3	2	2
0.3435933800925926	123	1	2	2
0.3438548978703704	101	1	2	2
0.3436594987962963	102	1	2	2
0.34360633398148144	101	0	2	2
0.3436073173148148	123	0	2	2
0.3436947978703704	101	1	2	2
0.3438406497222222	123	1	2	2
0.3436290806481481	101	0	2	2
0.3437982506481481	102	0	2	2
0.3436374377777777	123	1	2	2
0.3436503008333333	101	1	2	2
0.34364876629629626	102	1	2	2
0.3436566048148148	101	0	2	2
0.3436405677777778	123	0	2	2
0.34367031138888887	101	1	2	2
0.34371590435185184	123	1	2	2
0.3438017941666666	102	0	2	2
0.34368802101851853	123	0	2	2
0.34368802935185183	101	0	2	2
0.3436978087037037	123	1	2	2
0.3439232562037037	101	1	2	2
0.3437241349074074	102	1	2	2
0.3439467987962963	123	0	2	2
0.34384039509259257	101	0	2	2
0.3437391807407407	101	1	2	2
0.3437293034259259	123	1	2	2
0.34374173999999996	102	0	2	2
0.3439129321296296	101	0	2	2
0.3437481114814815	312	3	2	2
0.3437385505555555	123	0	2	2
0.34377815472222223	101	1	2	2
0.3437913035185185	102	1	2	2
0.3439257256481481	101	0	2	2
0.34405270527777776	101	1	2	2
0.3439134321296296	123	1	2	2
0.34381233814814816	102	0	2	2
0.3438553858333333	123	1	2	2
0.3440554330555555	101	0	2	2
0.3438182012037037	123	0	2	2
0.3438676608333333	312	3	2	2
0.3440549580555555	312	3	2	2
0.34399912657407405	312	3	2	2
0.3439619923148148	312	3	2	2
0.34386750472222216	312	4	2	2
0.3440751830555555	312	3	2	2
0.34405800990740737	123	1	2	2
0.34398476731481475	101	1	2	2
